documentid,property,value
5344365,伤残赔偿金,37536
5344365,伙食补助费,10000
5344365,伙食补助费,112711.77
5344365,护理费,7511.50
5344365,误工费,2777.18
5344365,交通费,600
5344365,生活费,8997
5344365,交通费,600
5344365,赔偿金,37536
5344365,医疗费,10000
5344365,医疗费,112711.77
5344365,垫付医疗费,31000
5344365,伙食补助费,112711.77
5344365,医疗费,112711.77
5344365,医疗费,31000
5344851,各项经济损失,134190
5344851,车辆损失,105900
5344851,经济损失,134190
5344851,施救费,20500
5344851,评估费,2000
5344889,借款本金,19999.99
5344889,借款,19999.99
5344889,本金,19999.99
5346619,支行借款本金,25000
5346619,本息合计,29696.60
5346619,借款本金,25000
5346619,借款,25000
5346619,借款,4337.67
5346619,本息,29696.60
5346619,本金,25000
5348220,伤残赔偿金,46446
5348220,伙食补助费,200
5348220,精神抚慰金,5000
5348220,护理费,700
5348220,误工费,4326.16
5348220,交通费,180
5348220,交通费,180
5348220,赔偿金,46446
5348220,医疗费,8030.05
5348220,车费,840
5352935,借款本金,362000
5352935,借款,362000
5352935,本金,362000
5353392,滞纳金,36514.5
5353512,本金,800000
5353569,各项损失,32215.04
5361822,借款本金,7000.00
5361822,借款,7000.00
5361822,本金,7000.00
5361841,违约金,10000
5361841,服务费,6000
5361894,经济补偿金,7170
5361894,工资差额,1020
5361894,赔偿金,1020
5361905,违约金,7744
5361908,物业服务费,210
5361908,服务费,210
5363505,残疾赔偿金,11000
5363505,赔偿金,11000
5363505,医疗费,1000
5363505,精神损害抚慰金,10000
5363505,被抚养人生活费,12595.80
5363505,伙食补助费,360
5363505,残疾赔偿金,45304
5363505,护理费,462.78
5363505,误工费,5656.2
5363505,生活费,12595.80
5363505,赔偿金,45304
5363505,医疗费,47523.55
5363515,住院伙食补助费,10000
5363515,伙食补助费,10000
5363515,医疗费用,10000
5363515,医疗费,10000
5363515,医疗费,10000
5363515,护理费,4000
5363515,误工费,11200
5363515,财产损失,2000
5363515,损失费,2000
5363515,车损,560
5363515,住院伙食补助费,18084.90
5363515,伙食补助费,18084.90
5363515,医疗费,18084.90
5363560,住院伙食补助费,10000
5363560,伙食补助费,10000
5363560,医疗费用,10000
5363560,医疗费,10000
5363560,医疗费,10000
5363560,护理费,11356.68
5363560,误工费,28884
5363560,交通费,35
5363560,交通费,35
5363560,财产损失,2000
5363560,损失费,2000
5363560,修理费,1260
5363560,伙食补助费,16186.77
5363560,医疗费,16186.77
5363605,护理费,7854.64
5363605,误工费,7854.64
5363605,交通费,7854.64
5363605,交通费,7854.64
5363605,住院伙食补助费,9818.82
5363605,伙食补助费,9818.82
5363605,医疗费用,10000
5363605,医疗费,10000
5363605,医疗费,9818.82
5363605,财产损失,2000
5363605,损失费,2000
5363605,车损,1860
5363611,住院伙食补助费,1000
5363611,伙食补助费,1000
5363611,医疗费,1000
5363611,护理费,11000
5363611,误工费,11000
5363611,交通费,11000
5363611,交通费,11000
5363611,护理费,29049.46
5363611,误工费,29049.46
5363611,交通费,29049.46
5363611,交通费,29049.46
5363613,精神抚慰金,5000
5363613,残疾赔偿金,46446
5363613,衣物损失,410
5363613,护理费,7579.8
5363613,交通费,816
5363613,损失费,410
5363613,住宿费,458
5363613,交通费,816
5363613,赔偿金,46446
5363613,医疗费,10000
5363613,后续治疗费,57306.20
5363613,治疗费,57306.20
5363613,营养费,57306.20
5363613,医疗费,57306.20
5363617,医疗费用,10000
5363617,医疗费,10000
5363617,医疗费,10000
5363617,精神损害抚慰金,54833
5363617,残疾赔偿金,54833
5363617,交通费,54833
5363617,交通费,54833
5363617,赔偿金,54833
5363617,精神损害抚慰金,76240.29
5363617,后续治疗费,76240.29
5363617,治疗费,76240.29
5363617,交通费,76240.29
5363617,交通费,76240.29
5363643,精神损害抚慰金,55000
5363643,后续治疗费,100000
5363643,残疾赔偿金,55000
5363643,残疾赔偿金,100000
5363643,治疗费,100000
5363643,交通费,55000
5363643,交通费,100000
5363643,交通费,55000
5363643,交通费,100000
5363643,赔偿金,55000
5363643,赔偿金,100000
5363643,医疗费,5000
5363643,医疗费,5000
5363643,精神损害抚慰金,40000
5363643,后续治疗费,40000
5363643,治疗费,40000
5363648,精神损害抚慰金,50000
5363648,车辆损失费,2000
5363648,死亡赔偿金,60000
5363648,车辆损失,2000
5363648,医疗费用,10000
5363648,损失费,2000
5363648,赔偿金,60000
5363648,医疗费,10000
5363648,被扶养人生活费,478155
5363648,死亡赔偿金,478155
5363648,交通费,1600
5363648,丧葬费,23526
5363648,生活费,478155
5363648,住宿费,600
5363648,复印费,28
5363648,交通费,1600
5363648,赔偿金,478155
5363648,住院伙食补助费,1250
5363648,伙食补助费,1250
5363648,车辆损失费,55548
5363648,车辆损失,55548
5363648,护理费,2564.80
5363648,误工费,3679.75
5363648,施救费,3500
5363648,损失费,55548
5363648,医疗费,11661.78
5363650,精神损害抚慰金,10000
5363650,伤残赔偿金,51090.6
5363650,车辆损失费,2000
5363650,财产损失,2000
5363650,车辆损失,2000
5363650,医疗费用,10000
5363650,护理费,5662.18
5363650,误工费,19832.75
5363650,损失费,2000
5363650,赔偿金,51090.6
5363650,医疗费,10000
5363650,医疗费,10000
5363650,住院伙食补助费,1780
5363650,二次手术费,4500
5363650,伙食补助费,1780
5363650,车辆损失费,1900
5363650,车辆损失,1900
5363650,施救费,300
5363650,损失费,1900
5363650,医疗费,28878.87
5363675,精神损害抚慰金,110000
5363675,残疾赔偿金,110000
5363675,医疗费用,10000
5363675,交通费,110000
5363675,交通费,110000
5363675,赔偿金,110000
5363675,医疗费,10000
5363675,医疗费,10000
5363675,住院伙食补助费,120007.39
5363675,伙食补助费,120007.39
5363675,残疾赔偿金,120007.39
5363675,赔偿金,120007.39
5363699,住院期间伙食补助费,4734.21
5363699,伙食补助费,4734.21
5363699,护理费,4734.21
5363707,财产损失,2000
5363707,车辆损失,2000
5363707,车辆损失,130810
5363707,施救费,9000
5363744,精神损害抚慰金,110000
5363744,被抚养人生活费,110000
5363744,医疗费用,10000
5363744,生活费,110000
5363744,医疗费,10000
5363744,医疗费,10000
5363744,住院伙食补助费,355941.1
5363744,伙食补助费,355941.1
5363744,残疾赔偿金,355941.1
5363744,住宿费,355941.1
5363744,赔偿金,355941.1
5363783,精神损害抚慰金,30714.43
5363783,伤残赔偿金,30714.43
5363783,赔偿金,30714.43
5363831,车辆损失费,2000
5363831,车辆损失,2000
5363831,损失费,2000
5363831,车辆损失费,28163
5363831,车辆损失,28163
5363831,施救费,1200
5363831,损失费,28163
5366325,交通费,120
5366325,交通费,120
5366325,医疗费,544
5367872,住院伙食补助费,180833.28
5367872,伙食补助费,180833.28
5367872,交通费,180833.28
5367872,鉴定费,180833.28
5367872,交通费,180833.28
5367872,检查费,75
5367872,精神损害抚慰金,8000
5370441,医疗费用,55839.74
5370441,鉴定费,1500
5370441,医疗费,55839.74
5370441,医疗费,7757.69
5372026,借款本金,100000
5372026,借款,100000
5372026,本金,100000
5372263,借款本金,31999.93
5372263,借款,31999.93
5372263,本金,31999.93
5372377,各项损失,189337.66
5372377,借款,17000
5372377,各项损失,189337.66
5372377,借款,3000
5373812,精神抚慰金,3000
5373812,鉴定费,1260
5375424,贷款本金,999998.97
5375424,本金,999998.97
5377275,车辆修理费,31171.5
5377275,施救费,2000
5377275,修理费,31171.5
5377476,抚养费,250
5377476,抚养费,3000
5377476,抚养费,2500
5377528,精神损害抚慰金,110000
5377528,死亡赔偿金,185784
5377528,误工费,132
5377528,交通费,480
5377528,丧葬费,8500.6
5377528,生活费,23231.6
5377528,生活费,22792.4
5377528,交通费,480
5377528,赔偿金,185784
5377738,精神损害抚慰金,5000
5377738,残疾赔偿金,44333.73
5377738,护理费,1266.44
5377738,误工费,15883.8
5377738,交通费,300
5377738,施救费,350
5377738,交通费,300
5377738,赔偿金,44333.73
5377738,医疗费,10000
5377738,护理费,814.14
5377738,伙食补助费,210
5377738,鉴定费,1708
5377738,医疗费,2862.02
5377738,医疗费,11400
5377738,伙食补助费,126
5377738,医疗费,5522.07
5377766,伙食补助费,180
5377766,误工费,4384.77
5377766,交通费,400
5377766,施救费,440
5377766,交通费,400
5377766,修理费,550
5377766,医疗费,4452.85
5377778,精神损害抚慰金,12000
5377778,伙食补助费,150
5377778,死亡赔偿金,85518.91
5377778,死亡赔偿金,37482.33
5377778,护理费,287.63
5377778,误工费,108.46
5377778,误工费,400
5377778,交通费,30
5377778,交通费,500
5377778,丧葬费,23155
5377778,交通费,30
5377778,交通费,500
5377778,赔偿金,85518.91
5377778,赔偿金,37482.33
5377778,医疗费,165588.80
5377778,医疗费,5956.47
5377999,住院伙食补助费,360
5377999,伙食补助费,360
5377999,护理费,1628.46
5377999,误工费,1539.16
5377999,交通费,100
5377999,交通费,100
5377999,医疗费,12531.74
5378121,精神损害抚慰金,3156.90
5378121,伙食补助费,880
5378121,残疾赔偿金,12627.6
5378121,财产损失,150
5378121,护理费,4218.72
5378121,误工费,5066.67
5378121,交通费,400
5378121,鉴定费,1640
5378121,交通费,400
5378121,赔偿金,12627.6
5378121,医疗费,7480
5378121,医疗费,7480
5378121,医疗费,5000
5378121,案件受理费,552
5378180,伙食补助费,600
5378180,残疾赔偿金,64927.75
5378180,护理费,2876.31
5378180,误工费,4084.95
5378180,交通费,200
5378180,鉴定费,1680
5378180,施救费,400
5378180,交通费,200
5378180,赔偿金,64927.75
5378180,医疗费,3720
5378180,车费,300
5378180,伙食补助费,240
5378180,护理费,1150.52
5378180,误工费,1518.30
5378180,交通费,200
5378180,交通费,200
5378180,医疗费,3760
5378180,后续治疗费,3500
5378180,治疗费,3500
5378180,医疗费,15197.35
5378180,医疗费,8006.15
5378272,精神损害抚慰金,6800
5378272,住院伙食补助费,280
5378272,车辆修理费,300
5378272,伙食补助费,280
5378272,残疾赔偿金,48328.66
5378272,护理费,1266.58
5378272,误工费,4700
5378272,鉴定费,1680
5378272,赔偿金,48328.66
5378272,修理费,300
5378272,医疗费,8040
5378272,医疗费,4498.45
5378272,医疗费,3500
5378388,伙食补助费,280
5378388,车辆损失,1450
5378388,护理费,1266.58
5378388,误工费,2240
5378388,交通费,230
5378388,鉴定费,1560
5378388,交通费,230
5378388,医疗费,2149.40
5378421,车辆损失,200
5378421,误工费,13440
5378421,交通费,40
5378421,交通费,40
5378421,医疗费,5128.19
5378516,伙食补助费,840
5378516,护理费,3799.74
5378516,误工费,8323.24
5378516,交通费,300
5378516,交通费,300
5378516,医疗费,9160
5378516,医疗费,2057.38
5378516,医疗费,514.34
5378568,精神损害抚慰金,63000
5378568,伙食补助费,10
5378568,车辆损失费,550
5378568,死亡赔偿金,47000
5378568,车辆损失,550
5378568,损失费,550
5378568,赔偿金,47000
5378568,医疗费,6507.84
5378568,伙食补助费,10
5378568,车辆损失费,550
5378568,死亡赔偿金,110000
5378568,车辆损失,550
5378568,损失费,550
5378568,赔偿金,110000
5378568,医疗费,6507.84
5378568,死亡赔偿金,38671.46
5378568,交通费,38671.46
5378568,丧葬费,38671.46
5378568,交通费,38671.46
5378568,赔偿金,38671.46
5378568,死亡赔偿金,19335.73
5378568,交通费,19335.73
5378568,丧葬费,19335.73
5378568,交通费,19335.73
5378568,赔偿金,19335.73
5378598,住院伙食补助费,200
5378598,车辆修理费,750
5378598,伙食补助费,200
5378598,护理费,904.7
5378598,误工费,6894.3
5378598,交通费,50
5378598,交通费,50
5378598,修理费,750
5378598,医疗费,8535.38
5378637,精神损害抚慰金,5630.40
5378637,伙食补助费,520
5378637,残疾赔偿金,37536
5378637,车辆损失,1000
5378637,护理费,2352.22
5378637,误工费,20000
5378637,交通费,100
5378637,鉴定费,1640
5378637,交通费,100
5378637,赔偿金,37536
5378637,医疗费,2840
5378637,医疗费,5000
5378637,医疗费,24009.91
5378677,误工费,10000
5378677,住宿费,10000
5378719,住院伙食补助费,1340
5378719,伙食补助费,1340
5378719,精神抚慰金,13933
5378719,残疾赔偿金,106167
5378719,经济损失,159372
5378719,护理费,4960
5378719,误工费,24035
5378719,交通费,20
5378719,交通费,20
5378719,赔偿金,106167
5378719,医疗费,26917
5381850,借款,472640
5385712,伤残赔偿金,51156
5385712,伙食补助费,2720
5385712,精神抚慰金,2000
5385712,财产损失,400
5385712,护理费,9520
5385712,交通费,200
5385712,营养费,2040
5385712,施救费,150
5385712,交通费,200
5385712,赔偿金,51156
5385712,医疗费,16335.34
5385712,鉴定费,840
5385712,医疗费,644.60
5388076,违约金,9657.36
5388076,违约金,9657.36
5390614,各项损失,49839.25
5391575,经济损失,7593.07
5391575,经济损失,505.34
5393563,借款本金,88000.00
5393563,借款,88000.00
5393563,本金,88000.00
5396703,经济损失,5634.42
5396703,经济损失,237.95
5396703,经济损失,237.95
5398453,违约金,500000
5398453,违约金,400000
5398453,违约金,300000
5398453,违约金,255000.00
5398453,违约金,200000
5398453,借款,200000
5398453,本金,500000
5398453,本金,400000
5398453,本金,300000
5398453,本金,255000.00
5398453,本金,200000
5399423,经济损失,337000
5399423,经济损失,115131.99
5400120,精神损害抚慰金,10000
5400120,财产损失,2000
5400120,医疗费用,4310.11
5400120,鉴定费,2000
5400120,医疗费,4310.11
5400215,借款,1850000
5400215,借款,132895.73
5400268,借款,50000
5400268,利息损失,8680
5400288,违约金,13797.75
5400288,价款,91985
5400363,借款本金,79269.58
5400363,借款,79269.58
5400363,本金,79269.58
5400363,本金,79269.58
5400363,律师费,5000
5400699,经济损失,225233.27
5400727,垫付医疗费,10000
5400727,医疗费,10000
5400727,经济损失,22245.82
5400767,医疗费用,10000
5400767,医疗费用,10000
5400767,理赔款,107047.89
5400767,理赔款,4335.39
5400767,理赔款,1858.02
5400767,医疗费,10000
5400767,医疗费,10000
5400767,经济损失,534.84
5400767,经济损失,229.22
5400818,精神损害抚慰金,10000
5401314,借款本金,188000
5401314,借款本金,38000
5401314,借款本金,150000
5401314,借款,188000
5401314,借款,38000
5401314,借款,150000
5401314,本金,188000
5401314,本金,38000
5401314,本金,150000
5402102,车辆修理费,2000
5402102,衣物损失,2000
5402102,护理费,1361.49
5402102,交通费,200
5402102,交通费,200
5402102,修理费,2000
5402102,理赔款,13561.49
5402102,医疗费,10000
5402102,住院伙食补助费,800
5402102,伙食补助费,800
5402102,施救费,1400
5402102,理赔款,2875.76
5402102,医疗费,675.76
5402331,医疗费,28947.32
5404033,财产损失,500
5404033,医疗费用,10000
5404033,护理费,2397
5404033,误工费,879
